text,pIC50,mol,num_atoms,logP
CC1CCC2CC(=O)N(CC(=O)O)C3OC4(C)CCC1C23OO4,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9930>,23,1.5189
NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e99a0>,26,0.959
CCCNC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9a10>,29,1.9999
CC(C)NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9a80>,29,1.9983
O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)NCCCO,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9af0>,30,0.972299999999999
O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)NCc1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9b60>,33,2.7901
O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)N1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9bd0>,31,2.4862
O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)N1CCc2ccccc2C1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9c40>,35,3.0586
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9cb0>,33,1.6109
CN1CC=C(c2ccncc2)CC1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9d20>,13,1.8005
CC(=O)Nc1nonc1N,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9d90>,10,-0.3898
Nc1nonc1NC(=O)c1ccccc1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9e00>,15,0.9041
CCNc1nonc1N,0.82,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9e70>,9,0.0836000000000001
CCN(C=Nc1ccn(C2CCC(CO)O2)c(=O)n1)CC,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9ee0>,21,0.9148
CCCN(C=Nc1ccn(C2CCC(CO)O2)c(=O)n1)CCC,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9f50>,23,1.695
O=c1nc(N=CN2CCCCC2)ccn1C1CCC(CO)O1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e9fc0>,22,1.0589
O=c1nc(N=CN2CCOCC2)ccn1C1CCC(CO)O1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea030>,22,-0.0948000000000011
O=c1nc(N=CN2CCCC2)ccn1C1CCC(CO)O1,0.21,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea0a0>,21,0.6688
CCN(C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1)CC,0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea110>,22,0.8628
CCCN(C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1)CCC,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea180>,24,1.643
CC(C)N(C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1)C(C)C,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea1f0>,24,1.6398
O=c1nc(N=CN2CCCCC2)ccn1C1CC(F)C(CO)O1,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea260>,23,1.0069
O=c1nc(N=CN2CCOCC2)ccn1C1CC(F)C(CO)O1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea2d0>,23,-0.146800000000001
O=c1nc(N=CN2CCCC2)ccn1C1CC(F)C(CO)O1,0.24,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea340>,22,0.6168
CC(C)N(C=Nc1ccn(C2CCC(CO)O2)c(=O)n1)C(C)C,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea3b0>,23,1.6918
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea420>,24,3.2053
Nc1nc(=O)n(C2OC(CO)CC2F)cc1Cl,0.8,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea490>,17,0.0967999999999998
O=c1[nH]c(=O)n(C2OC(CO)CC2F)cc1F,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea500>,17,-0.7064
CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea570>,29,4.1697
CSc1nnc(C2CCOCC2)c(=O)n1N,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea5e0>,16,-0.0319999999999999
CCOc1cccc(-c2nnc(C)n(NC)c2=O)c1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea650>,19,1.18572
CSc1nnc(-c2cc(Cl)cc(Cl)c2)c(=O)n1N,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea6c0>,18,2.0478
Nn1c(S)nnc(-c2cc(Cl)cc(Cl)c2)c1=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea730>,17,1.6146
CNc1nnc(-c2cc(Cl)cc(Cl)c2)c(=O)n1N,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea7a0>,18,1.3676
CCOc1cccc(-c2nnc(S)n(C)c2=O)c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea810>,18,1.5297
Cn1c(S)nnc(-c2ccc(OC(F)(F)F)c(Cl)c2)c1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea880>,21,2.683
CCCOC(=O)n1c(-c2cscn2)nc2ccccc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea8f0>,20,3.5545
CC(C)COC(=O)n1c(-c2cscn2)nc2ccccc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea960>,21,3.8005
O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)C(Cl)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea9d0>,21,3.6787
O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eaa40>,24,4.1888
O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)c1ccc(Cl)c(Cl)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eaab0>,26,5.4956
COc1cc(C(=O)Nc2ccc3nn(C4CCCCC4)nc3c2)cc(OC)c1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eab20>,30,4.2146
O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)c1ccc([N+](=O)[O-])cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eab90>,27,4.097
Cn1nc2ccc(NC(=O)CCl)cc2n1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eac00>,15,1.1456
Cn1nc2ccc(NC(=O)c3ccccc3)cc2n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eac70>,19,2.2206
Cn1nc2ccc(NC(=O)c3ccc(Cl)cc3)cc2n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eace0>,20,2.874
Cn1nc2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc2n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ead50>,22,2.1288
COc1cc(C(=O)Nc2ccc3nn(C)nc3c2)cc(OC)c1OC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eadc0>,25,2.2464
O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eae30>,26,5.3464
CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eaea0>,24,3.5164
CCNC(=O)c1ccoc1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eaf10>,10,1.0293
CC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eaf80>,18,5.6595
OC(Cn1ccnc1)(c1cccc(Br)c1)c1ccc(F)cc1F,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eaff0>,23,3.8599
OC(Cn1ccnc1)(c1ccccc1)c1ccc(Br)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb060>,21,3.5817
COC(C)(OC)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb0d0>,32,4.3467
Oc1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb140>,27,3.5868
OC(CN1CCCC1)(c1ccc(F)cc1)c1ccc(-c2ccncc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb1b0>,27,4.2194
CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCNc1n[nH]c(N)n1)C(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb220>,56,3.7646
OC(CN1CCOCC1)(c1ccc(F)cc1)c1ccc(-c2ccncc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb290>,28,3.4558
CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCCNC(C)=O)C(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb300>,54,4.90540000000001
CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCCNC(N)=O)C(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb370>,54,4.43760000000001
CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCCNC(=NC#N)NC)C(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb3e0>,57,4.41538000000001
CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCCNc1n[nH]c(N)n1)C(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb450>,57,4.58170000000001
O=[N+]([O-])c1cnc(Nc2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(Cl)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb4c0>,24,3.8566
O=[N+]([O-])c1cc(Cl)c(Nc2ncc(C(F)(F)F)cc2Cl)c([N+](=O)[O-])c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb530>,25,4.9672
O=[N+]([O-])c1cnc(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2C(F)(F)F)c(Cl)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb5a0>,27,4.222
O=C(Oc1ccccc1Cl)N1CCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb610>,15,2.9346
C#CCOc1cc(OC(=O)N(CC)CC)c(Cl)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb680>,20,3.846
O=C(Oc1cc(O)c(Cl)cc1Cl)N1CCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb6f0>,17,3.2936
C#CCOC1=Nc2cc(OC(=O)N3CCCC3)c(Cl)cc2OC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb760>,23,3.0068
C#CCOc1cc(OC(=O)N2CCC(F)(F)C2)c(Cl)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb7d0>,22,3.8452
CC(=O)N1c2ccc(C)cc2C2CN(C)CCC21,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb840>,18,2.14922
O=C1c2ccccc2OCN1CCO[N+](=O)[O-],0.21,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb8b0>,17,0.687
Cc1ccc2c(c1)C(=O)N(CCO[N+](=O)[O-])CO2,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb920>,18,0.99542
O=C1NC(=O)C2(CCCCCC2)C(=O)N1,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eb990>,15,0.693
O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eba00>,16,1.0831
O=C1NC(=O)C2(CCCCCCCCCC2)C(=O)N1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eba70>,19,2.2534
O=C1NC(=O)C2(CCCCCCCCCCC2)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebae0>,20,2.6435
CC(=O)Nc1ccccc1Oc1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebb50>,17,3.4373
COc1c(Cl)cccc1NC(C)=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebbc0>,13,2.307
COc1c(C)cccc1NC(C)=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebc30>,13,1.96202
CCCCc1ccc(NC(C)=O)c(Br)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebca0>,15,3.7501
CCCCc1ccc(NC(C)=O)c(C)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebd10>,15,3.29602
COc1cc(Br)ccc1NC(C)=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebd80>,13,2.4161
CCCCc1ccc(NC(C)=O)cc1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebdf0>,15,3.29602
CCCc1cc(NC(C)=O)ccc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebe60>,15,2.6061
CCc1cccc(C(C)C)c1NC(C)=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebed0>,15,3.3308
CC(=O)Nc1ccc(Br)c(Cl)c1F,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ebf40>,13,3.2
CC(=O)Nc1ccc(Br)c(C)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec040>,13,3.36932
CC(=O)Nc1cc(Cl)cc(C(F)(F)F)c1F,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec0b0>,16,3.4563
CC(=O)Nc1cc(Cl)cc(C(F)(F)F)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec120>,16,3.9706
CC(=O)Nc1cc(Br)cc(C(F)(F)F)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec190>,16,4.0797
CC(=O)Nc1cc(Cl)cc(C(F)(F)F)c1Br,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec200>,16,4.0797
CC(=O)Nc1cc(C(F)(F)F)cc(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec270>,16,3.9706
CC(=O)Nc1cc(Cl)cc(Cl)c1Br,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec2e0>,13,3.7143
CC(=O)Nc1c(F)ccc(C(F)(F)F)c1Br,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec350>,16,3.5654
CC(=O)Nc1cc(C(F)(F)F)c(F)cc1F,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec3c0>,16,2.942
CC(=O)Nc1cc(C(F)(F)F)c(Cl)cc1F,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec430>,16,3.4563
C=CCOc1cc(NC(C)=O)c(F)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec4a0>,16,3.0023
CC(=O)Nc1cc(C(F)(F)F)c(Br)cc1F,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec510>,16,3.5654
CC(=O)Nc1cc(C(F)(F)F)c(Cl)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec580>,16,3.9706
CC(=O)Nc1cc(OC(F)(F)F)c(Cl)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec5f0>,17,3.8504
CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec660>,23,3.09752
Nc1nc(=O)n(C2CSC(CO)O2)cc1F,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec6d0>,16,-0.455
CCOC(=O)C(C)Oc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec740>,29,5.3897
COC(=O)c1cc(S(=O)(=O)c2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec7b0>,27,3.8864
COC(=O)c1cc(S(=O)c2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec820>,26,4.2203
NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(CN3CCOCC3)cc2)cs1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec890>,25,1.0605
C=CCC1(C)C(=O)NC(=O)NC1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec900>,13,-0.0652
CC(C)=CCC1(C(C)(C)C)C(=O)NC(=O)NC1=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec970>,18,1.7412
CCCCCCCNC(=O)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ec9e0>,16,3.3868
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)CCC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eca50>,24,3.3401
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)CCCC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ecac0>,25,3.7302
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)C(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ecb30>,24,3.196
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)C1CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ecba0>,24,2.95
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)C=CC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ecc10>,24,3.1161
COc1cccc(OCc2ccccc2CCCN2CCC(O)CC2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ecc80>,26,3.6635
COc1ccccc1OCc1ccccc1CCCN1CCC(O)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eccf0>,26,3.6635
COc1ccc(OCc2ccccc2CCCN2CCC(O)CC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ecd60>,26,3.6635
CCOc1cccc(OCc2ccccc2CCCN2CCC(O)CC2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ecdd0>,27,4.0536
CCOc1ccccc1OCc1ccccc1CCCN1CCC(O)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ece40>,27,4.0536
CCOc1ccc(OCc2ccccc2CCCN2CCC(O)CC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eceb0>,27,4.0536
Cc1ccc(OCc2ccccc2CCCN2CCC(O)CC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ecf20>,25,3.96332
CCc1ccc(OCc2ccccc2CCCN2CCC(O)CC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ecf90>,26,4.2173
OC1CCN(CCCc2ccccc2COc2ccc(F)cc2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed000>,25,3.794
COc1cc(OCc2ccccc2CCCN2CCC(O)CC2)cc(OC)c1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed070>,30,3.6807
OC1CCN(CCCc2ccccc2COc2ccccc2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed0e0>,24,3.6549
COc1ccccc1SCc1ccccc1CCCN1CCC(O)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed150>,26,4.3768
OC1CCN(CCCc2ccccc2CSc2ccccc2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed1c0>,24,4.3682
Fc1ccc(SCc2ccccc2CCCN2CCOCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed230>,24,4.3828
c1ccc(SCc2ccccc2CCCN2CCOCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed2a0>,23,4.2437
OC1CCN(CCCc2ccc(CSc3ccccc3)cc2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed310>,24,4.3682
Fc1ccc(SCc2ccc(CCCN3CCOCC3)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed380>,24,4.3828
c1ccc(SCc2ccc(CCCN3CCOCC3)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed3f0>,23,4.2437
OCCN(CCO)CCCc1ccc(CSc2ccccc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed460>,24,3.1981
c1ccc(OCc2cccc(CN3CCCC3)c2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed4d0>,20,3.8614
OC1CCN(Cc2cccc(COc3ccccc3)c2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed540>,22,3.2223
CN1CCN(Cc2cccc(COc3ccccc3)c2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed5b0>,22,3.013
c1ccc(OCc2cccc(CN3CCCOC3)c2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed620>,21,3.4454
OCCN(CCO)Cc1cccc(COc2ccccc2)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed690>,22,2.0522
COc1ccc(COCc2cccc(CN3CCOCC3)c2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed700>,24,3.2442
Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC2COC2)n1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed770>,28,1.15944
COc1cccc(N2CCN(CC3CN=C(N)O3)CC2)c1,0.29,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed7e0>,21,0.5307
COc1ccccc1N1CCN(CC2CN=C(N)O2)CC1,0.29,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed850>,21,0.5307
NC1=NCC(CN2CCN(c3ccc(Cl)cc3)CC2)O1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed8c0>,20,1.1755
NC1=NCC(CN2CCN(c3ccc(Cl)c(Cl)c3)CC2)O1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed930>,21,1.8289
Cc1ccc(N2CCN(CC3CN=C(N)O3)CC2)cc1,0.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ed9a0>,20,0.83052
NC1=NCC(CN2CCN(c3ccccc3Cl)CC2)O1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eda10>,20,1.1755
CCOc1ccccc1N1CCN(CC2CN=C(N)O2)CC1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a32eda80>,22,0.9208
Cc1ccc2oc(-c3ccccc3C(=O)O)c(Br)c2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32edaf0>,20,4.86892
COc1ccccc1N1CCN(CCNC(=O)c2ccc[nH]2)CC1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32edb60>,24,1.5753
COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32edbd0>,17,1.47432
CCOC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32edc40>,18,1.86442
Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CC2)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32edcb0>,19,2.25292
COC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32edd20>,17,1.8193
CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32edd90>,19,2.5979
CC(C)(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ede00>,20,2.988
COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CC1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ede70>,17,1.9284
COC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a32edee0>,19,1.0741
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32edf50>,21,1.8527
Cc1nonc1S(=O)c1ccccc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32edfc0>,14,1.54472
Cc1c(S(=O)c2ccccc2)no[n+]1[O-],0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee030>,15,0.78312
Cc1no[n+]([O-])c1Cc1ccccc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee0a0>,14,1.20722
Cc1no[n+]([O-])c1S(=O)c1ccccc1,0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee110>,15,0.78312
COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee180>,33,4.8807
CCc1ssc(=S)c1-c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee1f0>,14,4.76849
CCCc1cc(=S)ss1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee260>,9,3.49159
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee2d0>,30,1.8945
CNC12CCCCC1Cc1ccc(OC)cc12,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee340>,17,2.8562
CNC12CC=CCC1c1ccccc1C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee3b0>,15,2.6345
CNC12CCCCC1Cc1ccccc12,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee420>,15,2.8476
CNC12CCCCCC1Cc1ccccc12,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee490>,16,3.2377
CNC12c3ccccc3CC1CCCC2C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ee500>,16,3.0936
